lossLimit,年收益,最大衰落金额,MAR,期望,最大衰落期,胜率,盈利月占比,盈利单均盈利,亏损单均亏损,月均交易,多单数,多单胜率,空单数,空单胜率,获利因子,平均同时开仓数,25%同时开仓数,50%同时开仓数,75%同时开仓数,最大同时开仓数,平均持仓天数,25%持仓天数,50%持仓天数,75%持仓天数,最大持仓天数,平均衰落金额,25%衰落金额,50%衰落金额,75%衰落金额,最大衰落金额(副本),平均衰落率,25%衰落率,50%衰落率,75%衰落率,最大衰落率,平均衰落期,25%衰落期,50%衰落期,75%衰落期,最大衰落期(副本),平均每单获利,25%每单获利,50%每单获利,75%每单获利,最小每单获利,最大每单获利,,
1,-2088.054772,32523.527,-0.064201363,-10.97948976,2715,0.106520091,0.377483444,978.8718577,-128.9889207,15.63104879,1319,0.109931766,1319,0.103108415,-0.904732458,0.060272934,0,0,0,2,0.154283548,0,0,0,14,9184.571676,3442.9135,7744.0315,13545.172,32523.527,0.030274829,0.011418088,0.025512977,0.044621124,0.107140487,973.924185,227,639,1729.75,2715,-10.97948976,-130,-130,-130,-169.162,5346.72,-0.005201219,-0.003966019
2,1538.157941,26422.716,0.058213468,8.088001137,1077,0.180818802,0.486666667,1073.49856,-227.0812892,15.63104879,1319,0.19711903,1319,0.164518575,-1.043479033,0.179302502,0,0,0,4,0.337755876,0,0,0,14,9253.163609,2117.45575,8928.742,15657.56825,26422.716,0.02805263,0.00674602,0.026956073,0.046811743,0.08144374,312.5466262,55,219,523.75,1077,8.088001137,-230,-230,-217.91,-275.689,8320.222,-0.010433787,-0.008594169
3,2703.178756,24994.852,0.10814942,14.21676573,1091,0.232752085,0.52,1121.679366,-321.7427386,15.62796209,1319,0.249431387,1319,0.216072782,-1.057591228,0.30288097,0,0,0,5,0.491281274,0,0,0,15,8431.987154,2103.0785,6940.6525,14107.76875,24994.852,0.024799573,0.006582346,0.021146791,0.041314167,0.075939238,283.0170584,38,182.5,467.5,1091,14.21676573,-330,-330,-200.41,-382.216,8320.222,-0.015291789,-0.01287236
4,5445.172927,24995.775,0.217843733,28.63767248,1036,0.278241092,0.533333333,1169.473264,-411.1592416,15.62796209,1319,0.294920394,1319,0.261561789,-1.096501821,0.452994693,0,0,1,5,0.643669447,0,0,0,19,6410.417866,1633.66225,4451.3755,10271.36,24995.775,0.01741948,0.004823213,0.012392699,0.028067437,0.06542885,202.3597422,21,79,311,1036,28.63767248,-430,-430,381.2025,-560.54,8900.311,-0.02242539,-0.01644915
5,8438.297909,23702.011,0.356016116,44.37934572,521,0.311220622,0.609271523,1234.139354,-493.2062168,15.62796209,1319,0.327520849,1319,0.294920394,-1.13063881,0.578468537,0,0,1,5,0.772554966,0,0,1,19,6082.019384,1523.3345,3966.557,9527.80625,23702.011,0.015645875,0.004263136,0.011111626,0.024511586,0.055620314,109.8112206,15,62,164,521,44.37934572,-530,-517.91,542.7125,-660.54,9542.63,-0.027868521,-0.020808623
6,7974.818256,25287.881,0.31536127,41.94177786,524,0.33206975,0.569536424,1265.87212,-566.550265,15.62796209,1319,0.350265353,1319,0.313874147,-1.110835089,0.708491281,0,0,1,6,0.885140258,0,0,1,19,6164.692003,1654.459,4497.1455,9452.6205,25287.881,0.016068634,0.004839071,0.012524586,0.024486007,0.061102142,103.4567854,14,56.5,143,524,41.94177786,-630,-556.1735,641.4675,-760.54,9542.63,-0.030075276,-0.022404023
7,10023.33564,23400.363,0.428341032,52.7154981,527,0.352918878,0.582781457,1306.275917,-630.9779701,15.62796209,1319,0.372251706,1319,0.33358605,-1.129111637,0.808946171,0,1,1,6,0.997346475,0,0,1,19,5617.327801,1636.75125,4887.752,7921.5815,23400.363,0.014516414,0.004624695,0.012799451,0.021289967,0.053056301,104.3006065,12,57,163,527,52.7154981,-730,-530,738,-860.54,9542.63,-0.036774643,-0.026964452
8,11732.03088,23380.731,0.501782039,61.70199962,520,0.36732373,0.556291391,1350.554044,-686.5889718,15.62796209,1319,0.382865807,1319,0.351781653,-1.142043338,0.923805914,0,1,1,6,1.141015921,0,0,1,28,5685.461081,1654.3305,4764.004,8412.86725,23380.731,0.014035183,0.004470667,0.011893539,0.020700796,0.053697406,98.50265353,12,54,136.75,520,61.70199962,-830,-507.685,817.50475,-960.54,16212.16,-0.041082548,-0.02936559
9,11384.73641,24214.578,0.47016043,59.8754818,535,0.377558757,0.553333333,1370.915272,-735.371553,15.62796209,1319,0.390447309,1319,0.364670205,-1.13081087,1.010993177,0,1,2,6,1.224412434,0,0,2,28,6592.666111,1595.83175,5115.0335,10167.02675,24214.578,0.016424758,0.004283491,0.013196516,0.025558934,0.061347194,102.8551933,11,51,140.75,535,59.8754818,-917.91,-487.2635,876,-1067.067,16212.16,-0.044067132,-0.03036896
10,14262.59498,28161.781,0.506452166,75.01093707,557,0.390826384,0.629139073,1400.783665,-775.5626055,15.62796209,1319,0.40257771,1319,0.379075057,-1.158769342,1.10272934,0,1,2,7,1.344579227,0,0,2,28,6899.941827,1477.34475,5003.974,10645.78875,28161.781,0.016248204,0.003959706,0.012523947,0.025306572,0.062126308,98.5075815,11,48,125,557,75.01093707,-986.6825,-462.892,941.83575,-1180.121,16212.16,-0.041905056,-0.027539544
11,16509.03873,27067.769,0.609915015,86.8256069,521,0.399924185,0.642384106,1431.101844,-809.0754858,15.62796209,1319,0.412433662,1319,0.387414708,-1.178835059,1.161106899,0,1,2,7,1.429871114,0,0,2,28,6410.663908,1266.818,4248.3005,10030.9135,27067.769,0.014494927,0.003427077,0.010246518,0.023599413,0.059616207,89.3206975,8,39,113,521,86.8256069,-1001.36825,-444.2905,971.56825,-1227.905,16212.16,-0.045364101,-0.029890734
12,18407.68187,29674.679,0.620316125,96.81109704,521,0.406747536,0.64,1458.254746,-836.6259859,15.62796209,1319,0.417740713,1319,0.395754359,-1.195053722,1.214177407,0,1,2,7,1.494692949,0,0,2,28,6099.97469,1230,3774.852,9054.50825,29674.679,0.013337022,0.003233555,0.009125559,0.021986184,0.053662976,76.48749052,7,32.5,102,521,96.81109704,-991.608,-430,1001.44125,-1327.905,16212.16,-0.044748757,-0.028193262
13,20863.78698,31620.481,0.659818773,109.728434,564,0.412812737,0.626666667,1487.234503,-858.7054648,15.62796209,1319,0.423047763,1319,0.40257771,-1.217619761,1.250189538,0,1,2,7,1.560272934,0,0,2,29,6451.492127,1260.8615,3987.2185,9632.3845,31620.481,0.013252869,0.003125533,0.009091567,0.022152306,0.053440741,82.28165277,7,34,107.75,564,109.728434,-975,-419.7905,1029.2025,-1447.486,16212.16,-0.04577685,-0.027156622
14,19730.99752,33185.481,0.59456717,103.7707805,564,0.414329037,0.613333333,1494.136239,-879.8340388,15.62796209,1319,0.425322214,1319,0.403335861,-1.201381991,1.278999242,0,1,2,7,1.590598939,0,0,2,29,6723.829511,1342.58775,4425.401,9652.9835,33185.481,0.014057692,0.003448413,0.010226931,0.022326486,0.05736232,84.05989386,8,37,110.75,564,103.7707805,-971.5,-417.91,1032.17775,-1547.486,16212.16,-0.046631417,-0.02651262
15,19486.50576,34498.481,0.564851124,102.4849306,565,0.415845337,0.606666667,1507.171558,-897.4769319,15.62796209,1319,0.427596664,1319,0.404094011,-1.195482943,1.29909022,0,1,2,7,1.625473844,0,0,2,31,6571.824343,1442.63425,4485.8245,9411.38225,34498.481,0.014074753,0.003658729,0.010267653,0.022169278,0.060388339,96.6686884,10,52,146,565,102.4849306,-969.4775,-416.108,1038.6225,-1627.905,16212.16,-0.04718773,-0.02601497
16,19363.46003,35585.918,0.544132655,101.8377991,565,0.417361638,0.613333333,1517.058045,-911.9276474,15.62796209,1319,0.428354814,1319,0.406368461,-1.191667971,1.327520849,0,1,2,7,1.66793025,0,0,2,32,6765.915102,1492.98325,4763.2285,9681.91175,35585.918,0.014590824,0.003812464,0.010798928,0.022850989,0.062328524,89.13305534,9,44.5,129.75,565,101.8377991,-964.5,-413,1045.1365,-1734.432,16212.16,-0.048739279,-0.025626082
17,19656.00609,24407.41,0.805329451,103.3763798,400,0.418877938,0.62,1528.262436,-923.6941305,15.62796209,1319,0.429112964,1319,0.408642911,-1.19258647,1.353297953,0,1,2,7,1.701288855,0,0,2,32,5837.970471,1421.554,4287.7745,9229.219,24407.41,0.013250493,0.003605843,0.010222291,0.021472979,0.06382535,71.82145565,8.25,40,108.75,400,103.3763798,-959.9775,-407.455,1049.21375,-1834.432,16212.16,-0.075158814,-0.037844824
18,20248.77935,25034.41,0.80883789,106.4939386,344,0.420773313,0.62,1536.330747,-932.196413,15.62796209,1319,0.431387415,1319,0.410159212,-1.197228149,1.369977255,0,1,2,7,1.73009856,0,0,2,36,5667.718021,1402.438,4395.548,8919.431,25034.41,0.012799542,0.003537413,0.01009228,0.02049982,0.065681766,75.15314632,9,44,119,344,106.4939386,-951.51025,-406.009,1057.29,-1934.432,16212.16,-0.077270924,-0.037236604
19,20250.77547,25591.41,0.791311439,106.5044367,398,0.421910538,0.606666667,1541.038013,-940.4699049,15.62796209,1319,0.433661865,1319,0.410159212,-1.195896982,1.382865807,0,1,2,7,1.747915087,0,0,2,36,5887.689679,1435.2935,4636.239,9198.99775,25591.41,0.013279201,0.003671098,0.010653542,0.021263833,0.068649854,90.69370735,10,56,153.75,398,106.5044367,-946.61175,-400.2905,1062.70475,-2034.432,16212.16,-0.079496675,-0.036749437
20,19265.8399,26054.392,0.73944692,101.3243878,397,0.421910538,0.6,1541.038013,-949.4305403,15.62796209,1319,0.433661865,1319,0.410159212,-1.184610219,1.387414708,0,1,2,7,1.753222138,0,0,2,36,6294.906191,1492.98325,5094.853,9760.811,26054.392,0.014328316,0.00391504,0.011745038,0.022598109,0.071654526,91.07088704,10,57,154,397,101.3243878,-946.61175,-400.2905,1062.70475,-2134.432,16212.16,-0.081922157,-0.036440326
21,20596.49577,27008.122,0.762603774,108.3226755,397,0.423805914,0.593333333,1551.468381,-953.1489684,15.62796209,1319,0.433661865,1319,0.413949962,-1.197237641,1.417361638,0,1,2,7,1.801743745,0,0,2,73,6001.745065,1362.82775,4887.993,9508.5305,27008.122,0.013603424,0.00356813,0.011085528,0.021267946,0.074395278,81.22365428,9,43,133.75,397,108.3226755,-945.44275,-397.2185,1070.2225,-2234.432,16212.16,-0.082731854,-0.035291198
22,21464.88021,27545.872,0.779241268,112.8897498,397,0.424943139,0.609271523,1560.597894,-956.9064463,15.62796209,1319,0.434420015,1319,0.415466262,-1.205151285,1.440106141,0,1,2,7,1.838514026,0,0,2,73,5869.148972,1315.19025,4436.6195,9251.7485,27545.872,0.013297822,0.003415324,0.010120699,0.020693581,0.075994867,80.42228961,9,41,131,397,112.8897498,-942.81425,-393.82,1076.8,-2334.432,16212.16,-0.084747072,-0.034738651
23,21347.49228,28233.782,0.75609751,112.2723741,400,0.425322214,0.609271523,1563.32745,-961.6615277,15.62796209,1319,0.435178165,1319,0.415466262,-1.20315441,1.444275967,0,1,2,7,1.843442002,0,0,2,73,5982.134016,1362.63225,4601.7005,9489.48575,28233.782,0.013548275,0.003486507,0.010688887,0.021067616,0.077978759,73.42304776,9,40,111,400,112.2723741,-939.43575,-393.392,1078.0025,-2440.959,16212.16,-0.086455261,-0.03406067
24,20797.56464,28861.242,0.720605324,109.3801524,400,0.425322214,0.609271523,1563.32745,-966.6942988,15.62796209,1319,0.435178165,1319,0.415466262,-1.196890588,1.447687642,0,1,2,7,1.849507202,0,0,2,73,6115.931548,1381.84075,4699.81,9635.80125,28861.242,0.013953919,0.003580864,0.011012181,0.021706293,0.079804218,76.48749052,10,43.5,116.75,400,109.3801524,-939.43575,-393.392,1078.0025,-2534.432,16212.16,-0.087814377,-0.033494549
25,21786.83047,29461.242,0.739508214,114.5829754,400,0.426459439,0.61589404,1570.560753,-968.0178176,15.62796209,1319,0.435936315,1319,0.416982563,-1.206382376,1.451478393,0,1,2,7,1.857088704,0,0,2,73,6067.977533,1357.877,4711.8455,9687.81975,29461.242,0.013457123,0.003500682,0.010914941,0.021391894,0.080032231,79.94389689,10,44.5,128,400,114.5829754,-937.66,-388.7905,1083.335,-2634.432,16212.16,-0.089420263,-0.032857332
26,21399.8749,30031.242,0.712587075,112.5478688,400,0.426459439,0.609271523,1570.560753,-971.5661395,15.62796209,1319,0.435936315,1319,0.416982563,-1.201976466,1.462471569,0,1,2,8,1.870735406,0,0,2,73,6154.600406,1378.25225,4732.371,9790.42475,30031.242,0.013720487,0.003543362,0.01099046,0.021688183,0.081627895,80.47232752,10,47,130,400,112.5478688,-937.66,-388.7905,1083.335,-2740.959,16212.16,-0.091270251,-0.032351847
27,21712.66476,30441.242,0.713264747,114.1929174,400,0.426838514,0.609271523,1574.944658,-973.642043,15.62796209,1319,0.435936315,1319,0.417740713,-1.204626959,1.468915845,0,1,2,8,1.879454132,0,0,2,73,6226.271254,1379.6005,4825.3025,9940.2575,30441.242,0.01380994,0.003558556,0.011113824,0.021875746,0.08278732,80.4787718,10,47,130,400,114.1929174,-936.4325,-386.91,1084.464,-2840.959,16212.16,-0.093325988,-0.031984307
28,21381.5934,30691.242,0.696667583,112.4517214,400,0.426838514,0.609271523,1574.944658,-976.6799233,15.62796209,1319,0.435936315,1319,0.417740713,-1.200880068,1.469673995,0,1,2,8,1.879833207,0,0,2,73,6310.754728,1383.70225,4944.934,10045.4065,30691.242,0.014038979,0.003603546,0.011348664,0.022113828,0.08350355,82.83017437,10,50,137,400,112.4517214,-936.4325,-386.91,1084.464,-2940.959,16212.16,-0.095824046,-0.031822757
29,21804.28877,30891.242,0.70584047,114.6747934,400,0.427217589,0.59602649,1580.453953,-978.5966248,15.62796209,1319,0.436694466,1319,0.417740713,-1.204585373,1.478771797,1,1,2,8,1.891963609,0,0,2,73,6073.211684,1317.3375,4589.4845,9554.95325,30891.242,0.013614272,0.003449166,0.010518264,0.021397216,0.084070576,77.34116755,10,45,124.75,400,114.6747934,-934.88175,-384.437,1088.673,-3073.594,16212.16,-0.099497262,-0.031678772
30,21532.24196,31091.242,0.692550074,113.2440239,400,0.427217589,0.59602649,1580.453953,-981.0945533,15.62796209,1319,0.436694466,1319,0.417740713,-1.201518423,1.479909022,1,1,2,8,1.894996209,0,0,2,73,6190.760481,1357.3745,4665.0135,9645.0125,31091.242,0.013918825,0.0035393,0.010847314,0.021903251,0.08463791,78.68574678,10,46,127,400,113.2440239,-934.88175,-384.437,1088.673,-3173.594,16212.16,-0.102073568,-0.031555335
